title;description;price;store;categories;details;parent_asin
A Most Dangerous Book: Tacitus's Germania from the Roman Empire to the Third Reich;"['From Publishers Weekly', ""Harvard classics professor Krebs writes a scholarly but lucid account of the abuse of history. Written in 98 C.E. by the Roman official Tacitus, About the Origin and Mores of the Germanic Peoples was lost for centuries but resurfaced around 1500 as Germans were growing resentful of foreign domination—in this case from the Catholic Church in Rome. The rediscovered book launched a primitivist myth that captivated admirers over the next 500 years, from Martin Luther to Heinrich Himmler, who loved its portrayal of ancient Germans as freedom-loving warriors, uncultured but honorable, in contrast to decadent Romans. In fact, Tacitus probably never visited Germany, Krebs notes. Rather, using books and travelers' reports, he wrote for a Roman audience who shared his romantic view of northern barbarians. Enthusiastic German readers, culminating in the Nazis, ignored Tacitus's disparaging comments, misread passages to confirm their prejudices, and proclaimed that the ancient historian confirmed their national superiority. This is an inventive analysis of, and warning against, an irresistible human yearning to find written proof of one's ideology. Illus. (May) (c) Copyright PWxyz, LLC. All rights reserved."", 'Review', '“A fascinating story of how a book could be used and―especially―abused over two thousand years, as enemies saw it as presenting Germans as brutish and barbarian, while German nationalistic pride extracted a quite different message of a nation that was simple, virtuous, and pure.... beautifully told by Christopher Krebs.” -', 'Christopher Pelling, editor of', 'Greek Tragedy and the Historian', '“A most exciting book! In Krebs’ hands, the story of the', 'Germania', 'manuscript becomes part thriller, part detective story.... A must-read for anyone interested in the pernicious power of the ideas of antiquity―and a timely reminder of the responsibilities placed on readers as well as writers.” -', 'Tim Rood, University of Oxford, author of', 'American Anabasis', 'About the Author', 'Christopher B. Krebs', ', a classics professor at Stanford University, has published widely on the Roman historians and their afterlives.', 'Read more']";24.65;Christopher B. Krebs (Author);['Books', 'Literature & Fiction', 'History & Criticism'];"{'Publisher': 'W. W. Norton & Company; Illustrated edition (May 2, 2011)', 'Language': 'English', 'Hardcover': '304 pages', 'ISBN 10': '0393062651', 'ISBN 13': '978-0393062656', 'Item Weight': '1.03 pounds', 'Dimensions': '5.8 x 1.1 x 8.6 inches'}";0393062651
title;description;price;store;categories;details;parent_asin
The Prophet: With Original 1923 Illustrations by the Author;[];9.49;Kahlil Gibran (Author);['Books', 'Literature & Fiction', 'Poetry'];{'Publisher': 'Suzeteo Enterprises (February 14, 2019)', 'Language': 'English', 'Paperback': '48 pages', 'ISBN 10': '1947844938', 'ISBN 13': '978-1947844933', 'Lexile measure': '990L', 'Item Weight': '2.08 ounces', 'Dimensions': '5 x 0.1 x 8 inches'};1947844938
title;description;price;store;categories;details;parent_asin
The Melancholy Strumpet Master;"['Review', '★★★★★ ""The writing in The Melancholy Strumpet Master by Zeb Beck is a perfect example of how an author can balance dark humor with emotional depth. It is crisp and engaging, filled with sharp wit and subtle humor that keeps the reader entertained throughout.""\xa0 --The Bookish Elf★★★★★ ""Fans of dark humor will immensely enjoy this story, and those that are looking for action and intriguing plotlines will not be disappointed.""\xa0\xa0\xa0-- Literary Titan★★★★★ ""... impossible not to remain intrigued making it difficult to put the book down.""\xa0\xa0 --Reedsy Discovery\xa0★★★★★""This is a book that I know I will read many times over.""\xa0\xa0\xa0 \xa0--OnlineBookClub.org★★★★★""The conversations that Gil has with the sex workers, his colleagues, and his friends are simply hilarious.""\xa0\xa0\xa0 \xa0\xa0--Readers\' Favorite★★★★★""An insightful yet hilarious read.""\xa0\xa0\xa0\xa0--Book Nerdection★★★★★ ""Memorable, hilarious, yet poignant and well-written;The Melancholy Strumpet Master is a must-read dark comedy.""\xa0\xa0 \xa0 \xa0 \xa0 \xa0--Author Anthony Avina\'s Blog']";11.99;Zeb Beck (Author);['Books', 'Literature & Fiction', 'Humor & Satire'];{'Publisher': 'Independently published (February 19, 2023)', 'Language': 'English', 'Paperback': '257 pages', 'ISBN 13': '979-8378201969', 'Item Weight': '14.1 ounces', 'Dimensions': '5.5 x 0.65 x 8.5 inches'};B0BW2GGCNZ
title;description;price;store;categories;details;parent_asin
Egypt (Enchantment of the World);['About the Author', 'Heinrichs grew up in Fort Smith, Arkansas. She has written more than 50 books for children and young adults.'];38.63;Ann Heinrichs (Author),  Angus McBride (Illustrator);"['Books', ""Children's Books"", 'Geography & Cultures']";"{'Publisher': ""Children's Press; Library edition (January 11, 2012)"", 'Language': 'English', 'Hardcover': '144 pages', 'ISBN 10': '9780531253090', 'ISBN 13': '978-0531253090', 'Reading age': '10 - 14 years', 'Lexile measure': '940L', 'Grade level': '5 - 9', 'Item Weight': '1.2 pounds', 'Dimensions': '8.25 x 0.5 x 9.5 inches'}";0531253090
title;description;price;store;categories;details;parent_asin
Shane, Sheba and Sky: From Abandoned to Loved, How Three Rescue Dogs Transformed One Man's Life;[];5.51;Paul Viner (Author);['Books', 'Biographies & Memoirs', 'Memoirs'];{'Publisher': 'Fursaken Tails Publishing (October 10, 2019)', 'Language': 'English', 'Paperback': '327 pages', 'ISBN 10': '1916260101', 'ISBN 13': '978-1916260108', 'Item Weight': '1.01 pounds', 'Dimensions': '5.5 x 0.82 x 8.5 inches'};1916260101
title;description;price;store;categories;details;parent_asin
Law and Legitimacy in the Supreme Court;"['Review', ""“Very careful, meticulously researched and referenced, balanced in its treatment of issues, fair to opposing positions, and successful in offering a subtle and nuanced perspective that takes multiple considerations into account, Fallon's treatment of the varieties of legitimacy, of the role of precedent, and of questions of official obedience to Supreme Court rulings will make useful contributions to the now existing literature.”"", '―', 'Frederick Schauer, University of Virginia School of Law', ""“This book stands head and shoulders above the competition in the graceful and insightful way in which it combines Fallon's well-known mastery of constitutional law and practice and his ability to grasp and deploy a deep understanding of the work that philosophy can contribute to constitutional understanding.”"", '―', 'Jeremy Waldron, author of', ""One Another's Equals: The Basis of Human Equality"", '“Thoughtful and timely…Fallon wisely argues for a conception of legitimate judicial decision-making in which we accept that law is influenced by political, practical, and moral considerations, even as we strive to ensure it is not dominated by them.”', '―', 'Amanda Frost', ',', 'SCOTUSblog', '“Practical and philosophical, Fallon’s book prompts readers to revisit constitutional theories in a fresh and valuable way.”', '―', 'C. Shortell', ',', 'Choice', 'About the Author', 'Richard H. Fallon, Jr., is Story Professor of Law at Harvard Law School.']";43.9;Richard H. Fallon Jr. (Author);['Books', 'Politics & Social Sciences', 'Politics & Government'];{'Publisher': 'Belknap Press: An Imprint of Harvard University Press (February 19, 2018)', 'Language': 'English', 'Hardcover': '240 pages', 'ISBN 10': '0674975812', 'ISBN 13': '978-0674975811', 'Item Weight': '1.23 pounds', 'Dimensions': '6.5 x 0.75 x 9.75 inches'};0674975812
title;description;price;store;categories;details;parent_asin
Retreat Yourself: How To Create Your Own Writer's Retreat;[];0.0;Davilyn Atwood (Author)   Format: Kindle Edition;['Books', 'Reference', 'Writing, Research & Publishing Guides'];{'Publication date': 'September 3, 2015', 'Language': 'English', 'File size': '257 KB', 'Simultaneous device usage': 'Unlimited', 'Text to Speech': 'Enabled', 'Screen Reader': 'Supported', 'Enhanced typesetting': 'Enabled', 'X Ray': 'Not Enabled', 'Word Wise': 'Enabled', 'Sticky notes': 'On Kindle Scribe', 'Print length': '31 pages'};B014X8T69U
title;description;price;store;categories;details;parent_asin
Reptilian;[];0.0;John Purfield (Author)   Format: Kindle Edition;['Books', 'Literature & Fiction', 'Genre Fiction'];{'Publication date': 'January 2, 2019', 'Language': 'English', 'File size': '1532 KB', 'Simultaneous device usage': 'Unlimited', 'Text to Speech': 'Enabled', 'Screen Reader': 'Supported', 'Enhanced typesetting': 'Enabled', 'X Ray': 'Not Enabled', 'Word Wise': 'Enabled', 'Sticky notes': 'On Kindle Scribe', 'Print length': '201 pages'};B07M6RG1RN
title;description;price;store;categories;details;parent_asin
Grade Five Music Theory: for ABRSM Candidates (MyMusicTheory Complete Courses);['About the Author', 'Victoria Williams graduated with a degree in music, majoring in musicology, from the University of Leeds in 1995. She teaches music theory from her home in Cambridge, UK, and on her website http: //www.mymusictheory.com, which provides structured music theory lessons from beginners through to advanced. Victoria specialises in training students for the ABRSM music theory exams, grades 1-8. She is also an accomplished clarinet player, and pianist.'];15.0;Victoria Williams (Author);['Books', 'Arts & Photography', 'Music'];"{'Publisher': 'CreateSpace Independent Publishing Platform; 1st edition (September 28, 2016)', 'Language': 'English', 'Paperback': '177 pages', 'ISBN 10': '1530154685', 'ISBN 13': '978-1530154685', 'Item Weight': '14.6 ounces', 'Dimensions': '8.5 x 0.37 x 11.02 inches'}";1530154685
title;description;price;store;categories;details;parent_asin
Oregon Birds: A Folding Pocket Guide to Familiar Species (Wildlife and Nature Identification);"['From the Back Cover', ""Oregon Birds, An Introduction to Familiar Species, is a must-have, reference guide for beginners and experts alike. Whether you're on a nature hike or in your own backyard, you'll want to take along a copy of this indispensable guide. The Pocket Naturalist(tm) series is an introduction to common plants and animals and natural phenomena. Each pocket-sized, folding guide highlights up to 150 species and most feature a map highlighting prominent sanctuaries and outstanding natural attractions. Each is laminated for durability. (31/2 X 81/4 folded, opens to 22 X 81/4, color illustrations, map)"", 'About the Author', ""Zoologist Jim Kavanagh has made a career out of introducing novices to plants, animals, the sciences and world cultures. In addition to creating over 500 simplified nature guides, he has also authored guides to languages, cities and outdoor skills. An avid traveler and backpacker, Kavanagh's path has taken him around the world to many remote destinations including the upper Amazon, Africa, Australia, and the Arctic Circle (and this is just the As). He is also the author of a series of state-specific guides to common species and natural attractions and a children's book on evolution.""]";7.95;James Kavanagh (Author),  Waterford Press (Author),  Raymond Leung (Illustrator);['Books', 'Science & Math', 'Biological Sciences'];"{'Publisher': 'Waterford Press; First Edition (December 19, 2017)', 'Language': 'English', 'Pamphlet': '12 pages', 'ISBN 10': '158355128X', 'ISBN 13': '978-1583551288', 'Reading age': '10 years and up', 'Item Weight': '1.52 ounces', 'Dimensions': '3.75 x 0.14 x 8.25 inches'}";158355128X
title;description;price;store;categories;details;parent_asin
Who'd a thought it!;[];;;[];{'Publisher': 's.n.] (January 1, 1986)', 'Language': 'English'};B0006ENZC0
title;description;price;store;categories;details;parent_asin
Clark the Shark: Tooth Trouble, No. 1;"['Review', '“Francis’s bubbly illustrations of overeager Clark and his friends create a lively undersea environment, and similarly rowdy kids may find Clark’s rhyming technique a useful tool.” —', 'Publishers Weekly review for CLARK THE SHARK', '“Most especially, enthusiastic kids will appreciate the message that there is a time and a place for everything-they needn’t stay cool ‘round the clock.” —', 'Kirkus Reviews review for CLARK THE SHARK', '“With lots of determination and help from those around him, Clark learns how to genuinely share and celebrates how awesome it feels in true ‘Funky Shark’ fashion.” —', 'Booklist review for CLARK THE SHARK DARES TO SHARE', 'From the Back Cover', 'Clark the Shark has a loose tooth and needs to visit the dentist. But he’s heard that the dentist is scarier than a box of blue whales! Can Clark find a way to stay cool when it comes to tooth trouble?', 'About the Author', 'Bruce Hale', 'has written and/or illustrated over sixty books for kids and is the author of', 'Clark the Shark', ';', 'Clark the Shark Dares to Share', '; the award-winning Chet Gecko Mysteries series;', 'Snoring Beauty', ', one of Oprah’s Recommended Reads for Kids; and the School for S.P.I.E.S. series. In his free time, Bruce enjoys hiking, watching movies, and making music. He lives in Santa Barbara, California, with his wife, dog, and many hats. You can catch him online at www.brucehale.com.', 'Guy Francis', 'spends most of his time drawing, painting, and drawing some more. He has done a variety of illustration work in the children’s market, including editorial and educational illustration, chapter books, and picture books. He freelances from his home in Provo, Utah, where his wife and four children are his own personal art critics and bring a healthy bit of chaos to the studio. Every now and then he gets out of the house and heads to the mountains with his family. You can visit him online at www.guyfrancis.com.', 'Read more']";4.99;Bruce Hale (Author),  Guy Francis (Illustrator);"['Books', ""Children's Books"", 'Growing Up & Facts of Life']";"{'Publisher': 'HarperCollins; Illustrated edition (December 30, 2014)', 'Language': 'English', 'Paperback': '32 pages', 'ISBN 10': '9780062279064', 'ISBN 13': '978-0062279064', 'Reading age': '4 - 8 years', 'Grade level': 'Preschool - 3', 'Item Weight': '2.82 ounces', 'Dimensions': '6 x 0.12 x 9 inches'}";0062279068
title;description;price;store;categories;details;parent_asin
Primeval: A Journal of the Uncanny - Issue #1;[];;Laird Barron (Author),  Jack Ketchum (Author),  Harlan Ellison (Author),  Mikita Brottman (Author);['Books', 'Literature & Fiction', 'History & Criticism'];"{'Publisher': 'Blood Bound Books; Issue #1 ed. edition (August 31, 2013)', 'Language': 'English', 'Paperback': '102 pages', 'ISBN 10': '1940250064', 'ISBN 13': '978-1940250069', 'Item Weight': '5 ounces', 'Dimensions': '5.5 x 0.24 x 8.5 inches'}";1940250064
title;description;price;store;categories;details;parent_asin
The Mercenary Code (The Shattering of Kingdoms);"['Review', '""Moss enters the fantasy world with a powerhouse of a debut. Gritty, heart-lurching character moments with the threat of death around every corner in this politically and physically broken world.', 'The Mercenary Code', 'kept me reading to the very end and left me wanting more!""', '- Deston J. Munden, fantasy author of', 'Tavern', '""If you\'re looking for an epic tale that will take you to another world, this is the book for you. It is the first in a series so there will be more. I can\'t wait. It\'s a great story!""', '-Amazon reviewer', '""Epic fantasy not to be missed!', 'The intrigue and plotting the various factions face draws you into the world and leaves you wanting to read more.""', '- Amazon reviewer', '""This has everything I love about great fantasy: well-written characters whose journey I\'m invested in and top-notch world building.""', '- Amazon reviewer']";14.95;Emmet Moss (Author);['Books', 'Science Fiction & Fantasy', 'Fantasy'];{'Publisher': 'Independently published (May 12, 2019)', 'Language': 'English', 'Paperback': '568 pages', 'ISBN 10': '1093861355', 'ISBN 13': '978-1093861358', 'Item Weight': '2.07 pounds', 'Dimensions': '6 x 1.28 x 9 inches'};1093861355
title;description;price;store;categories;details;parent_asin
Health Information Networking Course Booklet;[];26.01;Cisco Networking Academy (Author);['Books', 'Computers & Technology', 'Networking & Cloud Computing'];"{'Publisher': 'Cisco Systems; 1st edition (January 1, 2010)', 'Language': 'English', 'Paperback': '138 pages', 'ISBN 10': '1587132591', 'ISBN 13': '978-1587132599', 'Item Weight': '11.4 ounces', 'Dimensions': '8.25 x 0.31 x 10.5 inches'}";1587132591
title;description;price;store;categories;details;parent_asin
I Hadn't Meant to Tell You This;"['Amazon.com Review', 'Two girls: one white, one black; one abused, one protected, both missing their mothers. An unlikely friendship ignites between the two, and, in sharing their differences, both of their lives are transformed. Jacqueline Woodson won a Coretta Scott King Honor for this moving, tightly written tale of friendship, racism, and loss. In a starred review,', 'The Horn Book', 'calls it a ""haunting and beautifully poetic novel.""', 'From the Inside Flap', ""old Marie is a leader among the popular black girls in Chauncey, Ohio, a prosperous black suburb. She isn't looking for a friend when Lena Bright, a white girl, appears in school. Yet they are drawn to each other because both have lost their mothers. And they know how to keep a secret. For Lena has a secret that is terrifying, and she's desperate to protect herself and her younger sister from their father. Marie must decide whether she can help Lena by keeping her secret...or by telling it."", 'About the Author', 'Born February 12 in Columbus, Ohio, Jacqueline Woodson grew up in Greenville, South Carolina and Brooklyn, New York and graduated from college with a B.A. in English. A former drama therapist for runaways and homeless children in New York City, she now writes full-time and has received The Kenyon Review Award for Literary Excellence in Fiction. Though she spends most of her time writing, Woodson also enjoys reading the works of emerging writers, encouraging young people to write, heated political conversation with her friends, and sewing. At one time, she made most of her own clothing, but now she makes mostly scarves and quilts for her friends.Jacqueline Woodson began to consider becoming a writer when she was chosen to be the literary editor of a magazine in the fifth grade. Eventually, three books helped convince her to pursue a writing career:', 'The Bluest Eye', 'by Toni Morrison,', 'Daddy Was a Numbers-Runner', 'by Louise Meriwether, and', 'Ruby', 'by Rosa Guy. Before reading those books, Woodson thought that only books featuring mainstream, white characters or works by William Shakespeare constituted valid literature. But in those three books, Woodson saw parts of herself and her life, and realized that books could be about people like her; and she knew she wanted to write them.Now a critically acclaimed author, Woodson writes about characters from a variety of races, ethnic groups, and social classes. Woodson says, ""There are all kinds of people in the world, and I want to help introduce readers to the kinds of people they might not otherwise meet."" Woodson\'s books also feature strong female characters. Some are based on her friends, who she says are ""really amazing people who constantly challenge themselves to make a difference in the world."" Woodson often writes about friendship between girls, as she did in her trilogy about Maizon, and', ""I Hadn't Meant to Tell You This"", '. ""Girls rarely get discussed in books and films,"" she says, ""and I want to do \'girl stories\' that show strong, independent people. I think girls are often disregarded in this society and taught to be dependent. I want to show young people that there are other ways to be.""', 'The House You Pass on the Way', 'is a moving story of growing up different. It explores questions about emerging sexuality with sensitivity and respect and examines racial tension and the legacy of violence. In a starred review,', 'Publishers Weekly', 'noted, ""[Woodson] gently probes questions regarding racism and homosexuality in this poignant tale about growing pains and the ongoing process of self-discovery."" Also in a starred review,', 'The Horn Book', 'wrote of', 'The House You Pass on the Way', ', ""[A] reflective book.... The reader feels grateful that Woodson has whispered her lyrical story to us....""', 'School Library Journal', 'remarked that Woodson\'s novel is, ""Richly layered.... Notable both for its quality and for the out-of-the-way places it goes."" Woodson\'s latest book,', 'Lena', '(April 1998, Delacorte Press), is the companion to the Coretta Scott King Honor Book,', ""I Hadn't Meant to Tell You This."", 'In a starred review,', 'Publishers Weekly', 'claims', 'Lena', 'is ""soulful, wise...this taut story never loses its grip on the reader.""', 'Read more']";2.09;Jacqueline Woodson (Author);"['Books', ""Children's Books"", 'Geography & Cultures']";{'Publisher': 'Laurel Leaf (November 1, 1995)', 'Language': 'English', 'Mass Market Paperback': '128 pages', 'ISBN 10': '0440219604', 'ISBN 13': '978-0440219606', 'Reading age': '12 - 15 years', 'Lexile measure': '670L', 'Grade level': '7 - 9', 'Item Weight': '2.4 ounces', 'Dimensions': '4.16 x 0.35 x 6.84 inches'};0440219604
title;description;price;store;categories;details;parent_asin
Graphite Rod Repair;[];1.48;L. A. Garcia (Author);['Books', 'Sports & Outdoors', 'Hunting & Fishing'];{'Publisher': 'Frank Amato Pubns (January 1, 1997)', 'Language': 'English', 'Spiral bound': '31 pages', 'ISBN 10': '1571880879', 'ISBN 13': '978-1571880871', 'Item Weight': '3.2 ounces', 'Dimensions': '5.5 x 0.25 x 8.75 inches'};1571880879
title;description;price;store;categories;details;parent_asin
Favorite Thorton W. Burgess Stories: 6 Books;[];25.99;Dover (Author);"['Books', ""Children's Books"", 'Animals']";{'Publisher': 'Dover Publications (August 1, 2006)', 'Language': 'English', 'ISBN 10': '0486457117', 'ISBN 13': '978-0486457116', 'Reading age': '8 - 9 years', 'Item Weight': '1.01 pounds', 'Dimensions': '5.25 x 1.5 x 8.5 inches'};0486457117
title;description;price;store;categories;details;parent_asin
Behind the Wheel (Choose Your Own Adventure #35)(Paperback/Revised);['About the Author', 'R. A. MONTGOMERY attended Hopkins Grammar School, Williston-Northampton School and Williams College where he graduated in 1958. He pursued graduate studies in Religion and Economics at Yale and NYU. Montgomery was an adventurer all his life, climbing mountains in the Himalaya, skiing throughout Europe and scuba-diving wherever he could. His interests included education, macro-economics, geo-politics, mythology, history, mystery novels and music. He wrote his first interactive book, Journey Under the Sea, in 1976 and published it under the series name The Adventures of You. A few years later Bantam Books bought this book and gave Montgomery a contract for five more, to inaugurate their new childrens publishing division. Bantam renamed the series Choose Your Own Adventure and a publishing phenomenon was born. The series has sold more than 260 million copies in over 40 languages. He was married to the writer Shannon Gilligan. Montgomery died in November 2014, only two months after his last book was published.'];7.99;R. A. Montgomery (Author);"['Books', ""Children's Books"", 'Literature & Fiction']";"{'Publisher': 'Chooseco; Illustrated edition (August 1, 2010)', 'Language': 'English', 'Paperback': '144 pages', 'ISBN 10': '1933390352', 'ISBN 13': '978-1933390352', 'Reading age': '8 - 12 years', 'Lexile measure': '700L', 'Grade level': '4 - 8', 'Item Weight': '3.68 ounces', 'Dimensions': '4.28 x 0.39 x 6.9 inches'}";1933390352
title;description;price;store;categories;details;parent_asin
MCSE/MCTS SQL Server 2008 R2 / 2012 Exam 70- 432 & 462 ExamFOCUS Study Notes & Review Questions;[];19.99;ExamREVIEW (Author);['Books', 'Education & Teaching', 'Studying & Workbooks'];{'Publisher': 'CreateSpace Independent Publishing Platform (December 27, 2012)', 'Language': 'English', 'Paperback': '142 pages', 'ISBN 10': '1481835963', 'ISBN 13': '978-1481835961', 'Item Weight': '13.3 ounces', 'Dimensions': '8 x 0.32 x 10 inches'};1481835963
title;description;price;store;categories;details;parent_asin
Goodnight Riley and the Moon, It's Almost Bedtime: Personalized Children’s Books, Personalized Gifts, and Bedtime Stories (A Magnificent Me! estorytime.com Series);[];14.95;Melissa Ryan (Author);"['Books', ""Children's Books"", 'Growing Up & Facts of Life']";{'Publisher': 'CreateSpace Independent Publishing Platform (December 17, 2014)', 'Language': 'English', 'Paperback': '40 pages', 'ISBN 10': '1505581125', 'ISBN 13': '978-1505581126', 'Reading age': '5 - 6 years', 'Item Weight': '5 ounces', 'Dimensions': '8 x 0.1 x 10 inches'};1505581125
title;description;price;store;categories;details;parent_asin
50 Ways to Wear Denim;['About the Author', 'Lauren Friedman is the author of', '50 Ways to Wear a Scarf', 'and creator of the blog My Closet in Sketches. She lives in Washington, D.C.'];10.61;Lauren Friedman (Author);['Books', 'Arts & Photography', 'Graphic Design'];{'Publisher': 'Chronicle Books (September 6, 2016)', 'Language': 'English', 'Hardcover': '128 pages', 'ISBN 10': '9781452149998', 'ISBN 13': '978-1452149998', 'Item Weight': '11.3 ounces', 'Dimensions': '6.25 x 0.5 x 8.25 inches'};1452149992
title;description;price;store;categories;details;parent_asin
Comprehension Mini-lessons;[];5.69;Leann Nickelsen (Author),  Sarah Glasscock (Author);['Books', 'Education & Teaching', 'Schools & Teaching'];{'Publisher': 'Teaching Resources (January 1, 2004)', 'Language': 'English', 'Paperback': '64 pages', 'ISBN 10': '0439438365', 'ISBN 13': '978-0439438360', 'Reading age': '3 - 5 years', 'Item Weight': '4.8 ounces', 'Dimensions': '8.25 x 0.25 x 10.5 inches'};0439438365
title;description;price;store;categories;details;parent_asin
Tom Selleck: An Unauthorized Biography;[];37.99;Jason Bonderoff (Author);['Books', 'Biographies & Memoirs'];"{'Publisher': 'Signet; Fourth Printing edition (March 1, 1983)', 'Language': 'English', 'Paperback': '184 pages', 'ISBN 10': '0451120639', 'ISBN 13': '978-0451120632', 'Item Weight': '4 ounces', 'Dimensions': '7 x 1 x 5 inches'}";0451120639
title;description;price;store;categories;details;parent_asin
Collectible Beer Trays (A Schiffer Book for Collectors);['About the Author', 'Gary Straub has been collecting Breweriana for thirty years. He lives in Guilford, Connecticut.'];24.56;Gary Straub (Author);['Books', 'Crafts, Hobbies & Home', 'Antiques & Collectibles'];"{'Publisher': 'Schiffer Pub Ltd; UK ed. edition (January 1, 1997)', 'Language': 'English', 'Paperback': '160 pages', 'ISBN 10': '0887408400', 'ISBN 13': '978-0887408403', 'Item Weight': '2 pounds', 'Dimensions': '8.5 x 0.5 x 11 inches'}";0887408400
title;description;price;store;categories;details;parent_asin
David Busch's Canon EOS Rebel T6/1300D Guide to Digital SLR Photography (The David Busch Camera Guide Series);['About the Author', 'With more than two million books in print,', 'David D. Busch', 'is the world’s #1 best-selling camera guide author, with more than 100 guidebooks for Nikon, Canon, Sony, Olympus, Pentax, and Panasonic cameras, and many popular books devoted to digital photography and imaging techniques. His best-sellers include', 'Digital SLR Cameras and Photography for Dummies', ', which has sold more than 300,000 copies in five editions, and', 'Mastering Digital SLR Photography', ', now in its Fourth Edition. The graduate of Kent State University is a former newspaper reporter/photographer, and operated his own commercial photo studio, shooting sports, weddings, portraits, fashion, architecture, product photography, and travel images. For 22 years he was a principal in CCS/PR, Inc., one of the largest public relations/marketing firms based in San Diego, working on press conferences, press kits, media tours, and sponsored photo trade magazine articles for Eastman Kodak Company and other imaging companies. His 2500 articles and accompanying photos have appeared inside and on the covers of hundreds of magazines, including', 'Popular Photography, Rangefinder', ', and', 'Professional Photographer', '. For the last decade, Busch has devoted much of his time to sharing his photographic expertise, both in publications, and in seminar/workshops he hosts at the Cleveland Photographic Society School of Photography. He has been a call-in guest for 21 different radio shows nationally and in major markets, including WTOP-AM (Washington), KYW-AM (Philadelphia), USA Network (Daybreak USA), WPHM-AM (Detroit), KMJE-FM (Sacramento), CJAD-AM (Montreal), WBIX-AM (Boston), ABC Radio Network (Jonathan & Mary Show). He’s also been a call-in guest for one Canadian television show, and appeared live on', 'Breakfast Television', 'in Toronto, the Today Show of the Great White North. With a total of more than 200 books to his credit, Busch has had as many as five books appear simultaneously in the Amazon.com Top 25 Digital Photography Books, and when Michael Carr of About.com named the top five digital photography books for beginners, the initial #1 and #2 choices were Busch’s', 'Digital Photography All-in-One Desk Reference for Dummies', 'and', 'Mastering Digital Photography', '. His work has been translated into Arabic, Spanish, Chinese, Japanese, Portuguese, Bulgarian, German, Italian, French, and other languages. Busch’s Web portal is www.dslrguides.com'];21.31;David D. Busch (Author);['Books', 'Arts & Photography', 'Photography & Video'];{'Publisher': 'Rocky Nook (December 23, 2016)', 'Language': 'English', 'Paperback': '340 pages', 'ISBN 10': '168198170X', 'ISBN 13': '978-1681981703', 'Item Weight': '1.6 pounds', 'Dimensions': '7 x 0.5 x 9 inches'};168198170X
title;description;price;store;categories;details;parent_asin
How to Open & Operate a Financially Successful Web-Based Business: With Companion CD-ROM;[];29.95;Beth Williams (Author);['Books', 'Business & Money', 'Business Development & Entrepreneurship'];"{'Publisher': 'Atlantic Publishing Group Inc.; PAP/CDR edition (August 30, 2007)', 'Language': 'English', 'Paperback': '290 pages', 'ISBN 10': '1601381182', 'ISBN 13': '978-1601381187', 'Item Weight': '1.08 pounds', 'Dimensions': '6 x 0.66 x 9 inches'}";1601381182
title;description;price;store;categories;details;parent_asin
Beyond Success: Building a Personal, Financial, and Philanthropic Legacy;"['From the Publisher', 'Randall J. Ottinger', ""has been a leader in business, social entrepreneurship, and philanthropy for over 25 years. He is a former high-tech executive and a past Senior Vice President for Bank of America in its Private Bank, where he was involved in their family office initiatives. Mr. Ottinger is the founder of LMR Advisors, a wealth and philanthropy consulting firm, where he advises wealthy clients and financial firms on best wealth, philanthropy, and legacy practices. He is also an active member of Young President's Organization, Advisors In Philanthropy, and Social Venture Partners, as well as a graduate of Cornell University and Harvard Business School."", 'From the Back Cover', 'How can you build a lasting legacy?', 'The journey begins with', 'Beyond Success.', ""“More than any other book on the intersection of wealth, family, charity, and personal fulfillment, Randy Ottinger's"", 'Beyond Success', ""convincingly illuminates the challenges faced by all who struggle with how best to transform their material success into lives that will bring personal fulfillment to themselves, their families, and their heirs, as well as benefit to the wider world around them. It provides an entirely new framework for thinking about how, at the prime critical junctions over a wealth-generator's lifetime, he or she can confidently deal with those challenges in ways that bring lasting satisfaction."", '“In lucid and highly readable prose, informed by the wisdom and experiences of hundreds of real-life individuals, the names of many of whom are widely known, Ottinger has succeeded in producing the best available how-to-do-it playbook for those with any substantial amount of wealth who are grappling with some of the toughest questions anyone ever faces-how and how much to allocate to themselves, their spouses, and their children, as well as how, how much, and how best to devote to efforts that benefit society at large. This book proves that difficult challenges do not require complicated, complex, difficult-to-read manuals, but can be resolved by fresh, clear-headed, evidence-based ideas communicated in the simplest language. I recommend it with great enthusiasm.”-Joel L. Fleishman, author of', 'The Foundation: A Great American Secret-How Private Wealth Is Changing the World', ', and Professor of Law and Public Policy, Duke University', 'About the Author', 'Randall J. Ottinger', ""has been a leader in business, social entrepreneurship, and philanthropy for over 25 years. He is a former high-tech executive and a past Senior Vice President for Bank of America in its Private Bank, where he was involved in their family office initiatives. Mr. Ottinger is the founder of LMR Advisors, a wealth and philanthropy consulting firm, where he advises wealthy clients and financial firms on best wealth, philanthropy, and legacy practices. He is also an active member of Young President's Organization, Advisors In Philanthropy, and Social Venture Partners, as well as a graduate of Cornell University and Harvard Business School."", 'Read more']";7.95;Randy Ottinger (Author);['Books', 'Engineering & Transportation', 'Engineering'];"{'Publisher': 'McGraw-Hill; 1st edition (September 14, 2007)', 'Language': 'English', 'Hardcover': '320 pages', 'ISBN 10': '0071496769', 'ISBN 13': '978-0071496766', 'Item Weight': '1.42 pounds', 'Dimensions': '8.3 x 1 x 9.2 inches'}";0071496769
title;description;price;store;categories;details;parent_asin
